"沖縄タイムス社 (Okinawa Times Co., Ltd.)",Media,"['News publishing', 'digital content', 'local journalism', 'and community engagement.']","沖縄タイムス社 is a media company based in Okinawa, Japan, which operates the Okinawa Times newspaper and its online platform, 沖縄タイムス＋プラス. The company specializes in delivering the latest news, editorials, cultural content, and community issues primarily related to Okinawa. Its products include printed newspapers, electronic newspapers, and various digital media offerings, aiming to inform and engage the local population on a range of topics including politics, economy, society, culture, and sports. Through its membership and subscription services, 沖縄タイムス社 also offers exclusive content and interactive user experiences to its readers.",none,https://www.okinawatimes.co.jp/,"Okinawa Times Co., Ltd."
Intermountain Health,Healthcare,"['Primary care', 'specialty care', 'virtual care', 'financial assistance', 'patient resources', 'medical records management']","Intermountain Health is a healthcare organization dedicated to providing high-quality, affordable, and personalized care to its communities. It offers a range of services including finding doctors and specialists, managing health through a patient portal, and providing various patient resources such as billing assistance and medical records access. Intermountain Health emphasizes diversity, equity, and inclusion in its operations and is focused on enhancing community health through trusted medical expertise and comprehensive care solutions.",None,https://intermountainhealthcare.org/services/pediatrics,"Intermountain Children's Health, Broad Clinical Labs"
가천대 길병원 (Gachon University Gil Medical Center),Healthcare,"['General hospital services', 'specialized medical treatments']","Gachon University Gil Medical Center is a comprehensive healthcare facility that provides a wide range of medical services. It is affiliated with Gachon University, which enhances its educational and research capabilities. The hospital offers various specialties, including emergency care, surgical services, and advanced treatment options for various diseases. The center is equipped with modern medical technologies and staffed by a team of skilled healthcare professionals dedicated to delivering high-quality patient care.",none,http://www.gilhospital.com,Gachon University Gil Hospital
Tyson Foods,Food Production,"['Protein products', 'food innovation', 'culinary innovation', 'sustainable practices']","Tyson Foods is a progressive food company that stands as a leader in the protein industry. The company offers a wide range of products, from high-quality cuts of meat like ribeye steak to convenient options such as chicken nuggets, catering to diverse consumer needs. Tyson is dedicated to reimagining the journey from farm to table by focusing on innovation and quality in food production. Alongside producing nutritious and delicious options, the organization emphasizes sustainability and community support, providing services such as disaster relief and hunger relief initiatives. Tyson Foods also champions a commitment to food safety and continuous improvement across its operations.",none,https://www.tysonfoods.com/,"Tyson Foods, Mark Cuban Cost Plus Drugs"
EOM Sp. z o.o.,Medical Services / Insurance Claims Management,"['Medical expertise in claims handling', 'opinion issuance', 'risk assessment', 'expert medical opinions', 'electronic medical adjudication.']","EOM Sp. z o.o. is a medical service provider specializing in the handling of insurance claims in Poland. Established in 2011, the company focuses on medical adjudication and risk assessment, offering services such as issuing medical opinions and assessments of permanent health impairment due to accidents, as well as evaluating the necessity of medical care and rehabilitation costs. EOM employs advanced IT systems for electronic documentation management, coordinating medical commissions, and ensuring high-quality standards through periodic audits. The company collaborates with over 600 expert doctors and numerous medical facilities across Poland, having successfully processed over 800,000 assignments with a high accuracy rate of medical opinions issued.",2011,https://www.eom.com.pl/,Acquired by EOM sp z o. o.
"Konica Minolta Healthcare Americas, Inc.",Healthcare Technology,"['Radiography', 'Ultrasound', 'Healthcare IT', 'Service Solutions']","Konica Minolta Healthcare Americas, Inc. is a company dedicated to advancing healthcare through innovative imaging and information technology. They specialize in providing high-performance solutions in radiography and ultrasound, as well as comprehensive healthcare IT solutions aimed at enhancing workflow and visualization. The company offers a range of services, including customer support and educational workshops, to ensure exceptional service delivery. They are committed to creating value through strategic partnerships and advanced solutions, such as their cloud-based image management system, Exa Enterprise. Their goal is to support healthcare providers in making better decisions sooner, ultimately striving for a healthier future for customers and their patients.",none,https://www.konicaminolta.com/medicalusa/,Konica Minolta Healthcare
Scope Technologies Corp,Technology (Quantum Security and Artificial Intelligence),"['Quantum Security', 'AI Solutions', 'Data Security', 'Quantum Encryption', 'Neural Networks']","Scope Technologies Corp is a leading technology company headquartered in Vancouver, British Columbia. The company specializes in quantum security and artificial intelligence, providing next-generation solutions in data security, quantum encryption, and neural networks. Through its flagship brands, QSE Group and GEM AI, Scope Technologies equips businesses with the tools to secure data and drive sustainable growth. QSE offers innovative products such as Quantum Immutable Decentralized Cloud Storage, which safeguards data against ransomware and ensures security against both classical and quantum attacks. GEM (General Enterprise Machine Learning) is an AI platform that enables businesses to create custom image recognition and machine learning models, facilitating object detection and behavioral analysis without requiring specialized technical expertise. Overall, Scope Technologies empowers businesses and individuals with secure, scalable technologies that enhance growth and operational efficiency.",None,https://www.scopetechnologies.io/,Scope Technologies
"沖縄タイムス社 (Okinawa Times Co., Ltd.)",Media / News Publishing,"['News reporting', 'Digital news', 'Publications (newspapers', 'books)', 'Local journalism', 'Online content']","沖縄タイムス社 is a media company that operates the Okinawa Times, a prominent news outlet in Okinawa, Japan. The company specializes in delivering the latest news that covers various topics including politics, economics, society, sports, and cultural events specific to Okinawa. They offer both traditional paper editions and digital publications, along with web-exclusive content and electronic newspapers. The organization aims to provide in-depth reporting and analysis, serving the local community by addressing important issues, including social challenges, regional culture, and public health. Additionally, they have features like membership options for exclusive content, games, and educational resources, enhancing user engagement and promoting local culture.",None,https://www.okinawatimes.co.jp/,"Okinawa Times Co., Ltd."
"Konica Minolta, Inc.",Healthcare,"['Digital Radiography', 'Computed Radiography', 'X-ray Systems', 'Laser Imaging', 'Ultrasound Technologies']","Konica Minolta, Inc. is a healthcare company that specializes in providing innovative medical imaging solutions. They offer a range of products including digital radiography systems, computed radiography systems, X-ray systems, laser imagers, ultrasound technologies, and related services. The company is dedicated to enhancing diagnostic capabilities through advanced imaging technologies, educational mobile applications, and collaboration with educational institutions and professionals in the field of radiography.",none,https://www.konicaminolta.com/global-en/healthcare/index.html,Konica Minolta Healthcare
Medical DOC,Healthcare / Medical Services,"['Health care services', 'Medical information', 'Health consultations']","Medical DOC offers a range of healthcare services, including medical consultations and information. It specializes in supporting healthcare management and providing insights into medical conditions and treatments. Their services are accessible through various platforms, including their LINE application, allowing users to connect with healthcare professionals for advice and assistance. The company focuses on delivering reliable medical information and promoting effective healthcare practices for individuals seeking guidance on health-related issues.",none,https://clinic.medicaldoc.jp/,Medical DOC Clinic
Eating Recovery Center,Healthcare,"['Treatment for eating disorders', 'mood disorders', 'and anxiety disorders']","The Eating Recovery Center (ERC), alongside the Eating Recovery and Pathlight Foundation, is dedicated to improving the understanding and treatment of eating disorders and mood & anxiety disorders. They provide comprehensive treatment options including inpatient, residential, partial hospitalization, intensive outpatient, and virtual intensive outpatient programs for adults, children, adolescents, and the LGBTQ+ community. In addition, ERC focuses on advancing research, providing education, and supporting organizations that reduce the stigma surrounding these disorders. Their services include access to quality treatment, aftercare support programs, and nutritional guidance, aiming to enhance recovery outcomes and reduce mortality rates associated with these complex illnesses. They operate with a strong commitment to assisting individuals in financial need through their Care Fund, ensuring greater access to life-saving care.",2012,https://www.eatingrecoverycenter.com/about-us/foundation,ERC Pathlight
Greenlight Health Data Solutions,Healthcare Technology,"['Digital health records platform', 'patient-consented medical record access', 'healthcare data connectivity']",,none,https://greenlighthealth.com/,Greenlight Health Data Solutions
Department of Education and Early Learning (DEEL),Education and Early Learning,"['Education programs', 'early childhood education', 'family support services', 'preschool programs', 'telehealth services', 'childcare assistance', 'equity in education', 'summer learning programs.']","The Department of Education and Early Learning (DEEL) is a Seattle-based organization committed to enhancing educational opportunities for families and children in the community. The department oversees various programs, including the Seattle Preschool Program (SPP), Child Care Assistance Program (CCAP), and telehealth services for students and youth. DEEL facilitates initiatives such as the Families, Education, Preschool, and Promise (FEPP) Levy and offers resources for parents, families, and early learning providers. Its services encompass quality practice and professional development, wraparound services, and support for child care providers. DEEL is focused on providing equitable access to education and fostering a supportive environment for early learners.",none,https://www.seattle.gov/education,Department of Education and Early Learning (DEEL)
"Merck & Co., Inc. (known as MSD outside of the United States and Canada)",Biotechnology/Pharmaceuticals,"['Immuno-oncology', 'Cancer treatments', 'Vaccines', 'Research & Development in various therapeutic areas']",,None,https://www.merck.com/news/merck-and-moderna-announce-exercise-of-option-by-merck-for-joint-development-and-commercialization-of-investigational-personalized-cancer-vaccine/,Merck
"Moderna, Inc.",Biotechnology,"['mRNA technology', 'transformative medicines', 'clinical trials']","Moderna, Inc. is a biotechnology company focused on the development and delivery of transformative medicines through its pioneering messenger RNA (mRNA) technology. The company aims to leverage the capabilities of mRNA to create new treatments for diseases that currently lack effective therapies. It currently has 45 products in its pipeline and 36 ongoing clinical trials globally, highlighting its commitment to rapidly advancing research and development. Moderna's mRNA medicines are designed to prompt the body to create the necessary tools to treat or prevent disease effectively. Additionally, its innovative production methods enable quick design, research, and testing of mRNA, ensuring that medicines can be developed and delivered to people faster. Importantly, Moderna's mRNA medicines are free from animal products and preservatives, making them accessible to a wider patient population.",None,https://www.modernatx.com/,Moderna
A1 Garage Door Service,Garage Door Services,"['Garage door repair', 'installation', 'maintenance', 'emergency services', 'garage door openers', 'custom garage doors', 'garage storage solutions']","A1 Garage Door Service is a leading provider in the garage door industry, offering comprehensive services for repair and installation across multiple states in the U.S. The company excels in 24-hour emergency garage door repair, ensuring swift resolutions to garage door issues at any time. Their product range includes a variety of garage door brands, materials, and styles, along with specialized garage door openers. Customers benefit from the expertise of highly trained technicians who deliver superior service and customer satisfaction. A1 Garage Door Service is committed to providing effective solutions, including proactive maintenance services to prolong the lifespan of garage door systems. The company aims to offer quality craftsmanship and a seamless upgrade experience for homeowners.",none,https://a1garage.com/,Garage Door Service
"UNIONCOMMUNITY Co., Ltd.",Biometric Technology,"['Face Recognition', 'Iris Recognition', 'Fingerprint Recognition', 'Live Fake Finger Detection', 'Optical Sensor Manufacturing']","UNIONCOMMUNITY is a biometric company established in 2000, specializing in advanced biometric technologies such as face recognition, iris recognition, fingerprint recognition, and live fake finger detection. The company manufactures a wide range of biometric devices including webcams for facial recognition, iris scanners, and fingerprint recognition systems, with applications in access control, visitor management, and thermal detection systems. UNIONCOMMUNITY partners with 150 businesses in 100 countries worldwide, providing various solutions in the field of biometrics. Their commitment to safety and accuracy is exemplified in products like the THM-910F, a skin infrared thermometer certified as a medical device in South Korea. Additionally, the company actively supports initiatives related to the Sustainable Development Goals (SDGs) to foster global partnerships in health, education, and inequality reduction.",2000,https://unioncomm.co.kr/en/,Union Community
Tsuruoka Municipal Shonai Hospital,Healthcare,['Hospital services'],"Tsuruoka Municipal Shonai Hospital offers a range of healthcare services, including medical treatments and specialized care for various health conditions. The hospital is committed to providing quality healthcare to the community, ensuring patient satisfaction, and maintaining high standards of medical practice. It is equipped with modern medical facilities and provides various services for both outpatient and inpatient needs. The institution focuses on patient-centric care and employs knowledgeable staff to support the health needs of the population it serves.",None,https://www.shonai-hos.jp/,Tsuruoka City Shonai Hospital
Hanyang University Medical Center,Healthcare,['Rheumatology'],"Hanyang University Medical Center is a healthcare institution located in Seoul, South Korea, affiliated with Hanyang University and its College of Medicine. The center specializes in the treatment and management of rheumatic diseases, focusing on conditions such as rheumatoid arthritis, lupus, osteoarthritis, gout, and more. The center provides various services including health screenings, appointment scheduling, billing, and insurance assistance. For international patients, there is dedicated support available via the International Office. The medical center is committed to patient rights and obligations, ensuring a comprehensive approach to healthcare.",None,https://www.hyumc.com/eng/departments/departments.do?action=intro&mediofCd=RM,"Hanyang University Rheumatology Hospital, Hanyang University Rheumatology Research Institute"
Avocado Green Mattress®,Mattress and Bedding,"['Organic mattresses', 'pillows', 'and bedding']","Avocado Green Mattress® is a healthcare startup specializing in eco-friendly sleep products. The company offers a range of organic mattresses, pillows, and bedding designed to provide a sustainable and comfortable sleep environment. Their products are crafted with high-quality organic materials, ensuring both health benefits and environmental sustainability.",none,https://www.avocadogreenmattress.com/,Avocado Green Mattress
Manipal Academy of Higher Education (MAHE),Higher Education,"['Academic programs across various disciplines', 'Research and Development', 'International Collaborations', 'Student Services']",,1953,https://www.manipal.edu/mu.html,Manipal Academy of Higher Education
Sutter Health,Healthcare,"['Behavioral Health', 'Cancer', ""Children's Health"", 'Heart and Vascular', 'Neuroscience', 'Orthopedics', 'Pregnancy and Childbirth', 'Primary Care', 'Women’s Health', 'Emergency Care']","Sutter Health is a healthcare organization based in Northern California that provides a wide range of medical services through its network of hospitals and doctors. The organization emphasizes high-quality care with over 12,000 doctors and 15,000 nurses supporting patients. Sutter Health offers various services including same-day care for everyday health needs, virtual care, urgent care, and advanced specialized services. Patients can utilize the My Health Online digital portal to schedule appointments, communicate with their doctors, view test results, and manage their healthcare from anywhere. The organization also engages in research and education, hosting graduate medical education programs and clinical trials while being recognized for excellence in stroke, maternity, and heart attack care by U.S. News and World Report.",None,https://www.sutterhealth.org/,Sutter
Meaningful Insights Biotech Analytics (MiBA),Biotechnology,"['Oncology Analytics', 'Data Solutions for Cancer Research']","MiBA is at the forefront of cancer research, specializing in transforming vast datasets into actionable insights that facilitate breakthroughs in treatment and patient care. The company offers a comprehensive suite of premier datasets aimed at driving oncology advancements and optimizing patient outcomes. MiBA serves a diverse range of stakeholders in the oncology field, including pharmaceutical and biotech companies, payors, and healthcare practices and providers, working collaboratively to leverage data for significant breakthroughs in cancer research and patient care.",none,https://www.mibanalytics.com/,Meaningful Insights Biotech Analytics (MiBA)
Busha,Cryptocurrency Exchange,"['Regulated crypto exchange', 'digital asset management', 'earning on stablecoins', 'automated marketing for businesses', 'integration with commerce APIs', 'and user-friendly mobile services.']",,None,https://www.busha.ng/,Busha
Pennant Group,Healthcare,"['Home Health', 'Hospice', 'Home Care', 'Independent Living', 'Assisted Living', 'Memory Care']","Pennant Group is a healthcare services provider focused on life-changing service through independent operating subsidiaries. The company operates 103 home health and hospice agencies and 51 senior living communities across multiple states, including Arizona, California, and Texas. Their offerings include high-quality home health care, professional assisted living services, hospice care emphasizing comfort and quality of life, independent living communities with activities and amenities, non-medical home care for independence, and memory care that helps residents maintain dignity and independence while providing necessary support. The company's culture is grounded in their core values represented by the acronym CAPLICO, emphasizing customer care, accountability, passion for learning, and collaboration.",none,https://pennantgroup.com/,Pennant Group
Staten Island Performing Provider System (SI PPS),Healthcare,"['Medical', 'Behavioral Health', 'Social Services', 'Health Related Social Needs', 'Health Equity']",,2014,https://statenislandpps.org/,"Staten Island Performing Provider System, Columbia University's Mailman School of Public Health"
"Premier, Inc.",Healthcare,"['Group Purchasing', 'Technology', 'Consulting', 'Advocacy', 'Solutions', 'Supply Chain', 'Quality Improvement', 'Pharmacy', 'Population Health', 'Cost Management', 'Data & Analytics', 'Applied Sciences']","Premier, Inc. is a longstanding leader in healthcare improvement dedicated to transforming the industry. Through its comprehensive offerings, Premier develops innovative solutions that enhance healthcare delivery, optimize supply chains, integrate pharmacy services, and maximize value-based care. The company combines robust analytics with consulting and advocacy to create measurable results for its members. Its products and services include data-driven technology platforms like PINC AI™, consulting services recognized for excellence, and collaborative initiatives that focus on quality and safety. Premier's mission is to drive meaningful change in healthcare by leveraging collective intelligence and strategic insights, ultimately improving patient outcomes and operational efficiency.",none,https://premierinc.com/,"Premier, Inc."
Florida Department of Health,Public Health,"['Health Programs & Services', 'Licensing & Regulation', 'Statistics & Data', 'Environmental Health', 'Disease Prevention']","The Florida Department of Health is the state’s leading public health agency, dedicated to promoting, protecting, and improving the health of all residents and visitors in Florida. The department offers a range of services including health education, disease control, nutrition programs, and medical quality assurance. It provides resources such as Florida Cancer Connect, which serves as a centralized hub for cancer treatment information and caregiver tools, alongside programs aimed at healthy eating to prevent chronic diseases. Additionally, it oversees licensing and regulation of health professionals, public reporting for disease and food poisoning, and the management of vital records like birth and death certificates.",None,https://www.floridahealth.gov/,Florida Department of Health
Plandent Division,Dental Supply,"['Comprehensive dental products and solutions', 'high-tech dental equipment', 'quality-driven dental materials and instruments']","Plandent Division is a chain of comprehensive dental supply houses headquartered in Helsinki, Finland, catering to professionals in the dental field. The company operates across the Nordic and Baltic countries, as well as in the Netherlands, Belgium, Germany, Austria, and Poland. Plandent Division specializes in providing a wide range of quality-driven modern dental products and solutions, including high-tech equipment manufactured by its parent company, Planmeca Oy, along with a comprehensive selection of high-quality materials and instruments sourced from leading manufacturers around the world. Since its founding in 1972, the company has grown to become one of the most influential dental suppliers in Europe, driven by its market experience and close cooperation with customers.",1972,https://www.plandent.com/,Plandent Division
Mindsprint,Technology Consulting Services,"['Technology services', 'Business process services', 'Cybersecurity and privacy services']","Mindsprint, formerly known as Olam Technology and Business Services (OTBS), is a leading-edge technology and business services firm dedicated to providing impact-driven solutions that help businesses navigate the rapidly changing landscape. With a focus on digital transformation, Mindsprint offers a unique portfolio of consulting and implementation services across various sectors such as Agri and Food, CPG & Retail, Manufacturing, and Life Sciences. They enable process transformations that lead to impactful business outcomes, build cyber resilience to protect organizations, and empower clients with advanced technologies and insights. Mindsprint's commitment to sustainable practices and partnership with clients ensures a collaborative approach in addressing challenges and achieving superior customer outcomes.",none,https://www.mindsprint.org/,Mindsprint
"Cell To Bio co., Ltd.",Biotechnology,"['EXOSOME', 'Small RNA', 'RNA Purification', 'PCR/qPCR', 'CellSTAR products', 'Plastic ware', 'BottleTopFilter', 'Premade-Buffer', 'DNA/Protein Marker']",,none,https://www.cellto.co.kr/Product2,Genohelix
Genoplan,Healthcare,"['Genomics', 'Personalized Medicine', 'Health Data Analysis']","Genoplan is a healthcare startup that focuses on genomics and personalized medicine. The company analyzes genetic data to offer insights and recommendations that help individuals understand their health risks and optimize their wellness strategies. Genoplan provides a range of products and services, including genetic testing, personalized health reports, and health data analytics, enabling clients to make informed decisions based on their genetic information. By leveraging advanced technology and research in genetics, Genoplan aims to empower individuals to improve their health outcomes through tailored solutions.",none,https://www.genoplan.com/en-int,"Kukdae, Udi, Genoplan Korea"
Genoplan,Healthcare,"['Genetic testing', 'personalized health']","Genoplan is a healthcare company that specializes in genetic testing and personalized health solutions. The company provides insights into individual genetic makeup to empower users in making informed health and lifestyle decisions. Genoplan's products and services may include DNA analysis, health risk assessments, and tailored wellness recommendations, all aimed at enhancing the overall well-being of its clients through data-driven approaches to health management.",none,https://www.genoplan.com/en-int,"Genoplan Korea, Udi, Kukdae"
Gilead Sciences,Biotechnology / Pharmaceuticals,"['Virology', 'Oncology', 'Inflammation']","Gilead Sciences is a biotechnology company dedicated to advancing health equity and improving the lives of people affected by life-threatening diseases. Over more than 35 years, Gilead has tackled significant public health challenges, particularly focusing on HIV treatment and prevention, and has successfully delivered a cure for hepatitis C. The company offers over 25 medicines globally, with strong clinical programs across its therapeutic areas of Virology, Oncology, and Inflammation. Gilead invests in world-class science to combat some of the world's most devastating diseases, backed by a robust and diverse pipeline. Its commitment includes corporate social responsibility initiatives aimed at enhancing access to medicines and supporting health equity worldwide.",none,https://www.gilead.com/,"Gilead Sciences, Inc."
Gilead Sciences,Biotechnology / Pharmaceuticals,"['Virology', 'Oncology', 'Inflammation', 'HIV', 'Viral Hepatitis', 'COVID-19 and Emerging Viruses']","Gilead Sciences is a biopharmaceutical company that has been tackling some of the world's most significant public health challenges for over 35 years. The company is renowned for revolutionizing HIV treatment and prevention and has successfully delivered a cure for hepatitis C. Gilead is actively engaged in the research and development of innovative therapies across various therapeutic areas, including Virology, Oncology, and Inflammation, with a strong focus on advancing health equity. The company offers over 25 medicines globally and operates numerous clinical programs. Gilead is also committed to community engagement and strives to make a positive impact through its various strategic initiatives and corporate giving programs.",none,https://www.gilead.com/,Gilead Sciences Inc.
한국노바티스 (Korea Novartis),Pharmaceuticals,"['Innovative treatments', 'drug development', 'healthcare data analysis', 'digital technology', 'patient and caregiver support', 'collaboration with healthcare professionals.']","한국노바티스, a part of Novartis AG, is committed to redefining treatment through the development of groundbreaking therapies and seeking new ways to provide these to as many patients as possible. The company works collaboratively with the global patient community to find new methods to improve lives and extend life expectancy. 한국노바티스 focuses on innovative treatment platforms and scientific advancements in drug development, supported by healthcare data analysis and digital technologies. They maintain a close collaboration with healthcare professionals to address unresolved medical needs and support patient treatment.",none,https://www.novartis.com/kr-ko/,Novartis Korea
